Code,Description,Last Updated
5252016,"Prescription, fitting and dispensing of contact lens",09-12-2025
5253014,Medial check ligament of eye,09-12-2025
5253014,Medial check ligament of eye,09-12-2025
5254015,Ulocladium chartarum,09-12-2025
5254015,Ulocladium chartarum,09-12-2025
5255019,Intra-aortic balloon catheter,09-12-2025
5255019,Intra-aortic balloon catheter,09-12-2025
5256018,Nutritional disorder,09-12-2025
5256018,Nutritional disorder,09-12-2025
5257010,"Nutritional disorder, NOS",09-12-2025
5258017,"Nutritional disease, NOS",09-12-2025
5259013,Nutritional disease,09-12-2025
5259013,Nutritional disease,09-12-2025
5260015,Hollardia meadi,09-12-2025
5260015,Hollardia meadi,09-12-2025
5261016,Spotted spikefish,09-12-2025
5261016,Spotted spikefish,09-12-2025
5262011,Nursing conference,09-12-2025
5262011,Nursing conference,09-12-2025
5263018,Congenital cerebral arteriovenous aneurysm,09-12-2025
5263018,Congenital cerebral arteriovenous aneurysm,09-12-2025
5264012,Acalculia,09-12-2025
5264012,Acalculia,09-12-2025
5265013,Hexetidine,09-12-2025
5265013,Hexetidine,09-12-2025
5266014,Rebase of upper partial denture,09-12-2025
5266014,Rebase of upper partial denture,09-12-2025
5267017,Cisterna pontis,09-12-2025
5267017,Cisterna pontis,09-12-2025
5268010,Lymphocyte antigen CDw41b,09-12-2025
5269019,Tricholoma vaccinum,09-12-2025
5269019,Tricholoma vaccinum,09-12-2025
5270018,Russet-scaly tricholoma,09-12-2025
5270018,Russet-scaly tricholoma,09-12-2025
5271019,Membrane of lysosome,09-12-2025
5271019,Membrane of lysosome,09-12-2025
5272014,Human rhinovirus 96,09-12-2025
5272014,Human rhinovirus 96,09-12-2025
5273016,Pancreatic plexus,09-12-2025
5273016,Pancreatic plexus,09-12-2025
5274010,Embolism of retinal artery,09-12-2025
5275011,Early onset dysthymia,09-12-2025
5275011,Early onset dysthymia,09-12-2025
5276012,5' Nucleotidase measurement,09-12-2025
5277015,Retrograde urography with KUB,09-12-2025
5278013,D-Glutamate oxidase,09-12-2025
5278013,D-Glutamate oxidase,09-12-2025
5279017,D-Glutamic oxidase,09-12-2025
5279017,D-Glutamic oxidase,09-12-2025
5280019,Femoral triangle,09-12-2025
5280019,Femoral triangle,09-12-2025
5281015,Cheilitis granulomatosa of Miescher-Melkersson-Rosenthal,09-12-2025
5282010,"Macrocheilia, facial palsy and edema syndrome",09-12-2025
5283017,Melkersson-Rosenthal syndrome,09-12-2025
5284011,"Macrocheilia, facial palsy AND edema syndrome",09-12-2025
5285012,Cheilitis granulomatosa of Mescher-Melkersson-Rosenthal,09-12-2025
5286013,Gnathagnus egregius,09-12-2025
5287016,Freckled stargazer,09-12-2025
5287016,Freckled stargazer,09-12-2025
5288014,Tinea capitis due to Trichophyton,09-12-2025
5288014,Tinea capitis due to Trichophyton,09-12-2025
5289018,"Tinea capitis due to Trichophyton, NOS",09-12-2025
5290010,Reduction of closed humeral supracondylar fracture with manipulation and traction,09-12-2025
5290010,Reduction of closed humeral supracondylar fracture with manipulation and traction,09-12-2025
5291014,Inula graveolens,09-12-2025
5292019,Stinkwort,09-12-2025
5293012,Cape khakiweed,09-12-2025
5294018,Metallic sulfide compound,09-12-2025
5294018,Metallic sulfide compound,09-12-2025
5295017,"Metallic sulfide compound, NOS",09-12-2025
5296016,Stroke rehabilitation,09-12-2025
5296016,Stroke rehabilitation,09-12-2025
5297013,Cryptogenic sexual precocity,09-12-2025
5297013,Cryptogenic sexual precocity,09-12-2025
5298015,Idiopathic sexual precocity,09-12-2025
5298015,Idiopathic sexual precocity,09-12-2025
5299011,Viviparus javanicus,09-12-2025
5299011,Viviparus javanicus,09-12-2025
5300015,AIDS with volume depletion,09-12-2025
5301016,Abnormal Rinne test,09-12-2025
5302011,Extravascular blood,09-12-2025
5302011,Extravascular blood,09-12-2025
5303018,Salmonella pneumonia,09-12-2025
5303018,Salmonella pneumonia,09-12-2025
5304012,Cape porcupine,09-12-2025
5304012,Cape porcupine,09-12-2025
5305013,Lissemys,09-12-2025
5306014,"Lissemys, NOS",09-12-2025
5307017,Flapshell turtle,09-12-2025
5308010,Noninflammatory disorder of the female genital organs,09-12-2025
5308010,Noninflammatory disorder of the female genital organs,09-12-2025
5309019,"Noninflammatory disorder of the female genital organs, NOS",09-12-2025
5310012,"Salmonella II, 1,4,12,27:l,v:z39",09-12-2025
5310012,"Salmonella II, 1,4,12,27:l,v:z39",09-12-2025
5311011,Viremia,09-12-2025
5311011,Viremia,09-12-2025
5312016,"Viremia, NOS",09-12-2025
5313014,Viral sepsis,09-12-2025
5313014,Viral sepsis,09-12-2025
5313014,Viral sepsis,09-12-2025
5314015,Hemoglobin Wood,09-12-2025
5315019,"Hb 97(FG4), His-leu",09-12-2025
5316018,Chiropractic visit,09-12-2025
5316018,Chiropractic visit,09-12-2025
5317010,"Chiropractic visit, NOS",09-12-2025
5318017,Mononuclear cell function assay,09-12-2025
5318017,Mononuclear cell function assay,09-12-2025
5319013,"Mononuclear cell function assay, NOS",09-12-2025
5320019,Choroidal rupture,09-12-2025
5320019,Choroidal rupture,09-12-2025
5321015,Drug,09-12-2025
5321015,Drug,09-12-2025
5322010,"Drug, NOS",09-12-2025
5323017,"Medicine, NOS",09-12-2025
5324011,"Medication, NOS",09-12-2025
5325012,Medicine,09-12-2025
5325012,Medicine,09-12-2025
5326013,Medication,09-12-2025
5326013,Medication,09-12-2025
5327016,Congenital absence of vena cava,09-12-2025
5327016,Congenital absence of vena cava,09-12-2025
5328014,Pulpectomy,09-12-2025
5328014,Pulpectomy,09-12-2025
5329018,Dental pulp extirpation,09-12-2025
5329018,Dental pulp extirpation,09-12-2025
5329018,Dental pulp extirpation,09-12-2025
5330011,Injection of medication in anterior chamber of eye,09-12-2025
5330011,Injection of medication in anterior chamber of eye,09-12-2025
5331010,Antituberculosis agent,09-12-2025
5331010,Antituberculosis agent,09-12-2025
5332015,"Antituberculosis agent, NOS",09-12-2025
5333013,Ketosis,09-12-2025
5333013,Ketosis,09-12-2025
5334019,"Ketosis, NOS",09-12-2025
5335018,Superior rectal artery,09-12-2025
5335018,Superior rectal artery,09-12-2025
5336017,Superior hemorrhoidal artery,09-12-2025
5336017,Superior hemorrhoidal artery,09-12-2025
5337014,Anopheles hyrcanus sinensis,09-12-2025
5337014,Anopheles hyrcanus sinensis,09-12-2025
5338016,Compulsive buying,09-12-2025
5338016,Compulsive buying,09-12-2025
5339012,Buying spree,09-12-2025
5339012,Buying spree,09-12-2025
5341013,Laxator tympani muscle,09-12-2025
5342018,Cuboid articular facet of fourth metatarsal bone,09-12-2025
5342018,Cuboid articular facet of fourth metatarsal bone,09-12-2025
5344017,Raja inornata,09-12-2025
5344017,Raja inornata,09-12-2025
5345016,California skate,09-12-2025
5345016,California skate,09-12-2025
5346015,Night time,09-12-2025
5346015,Night time,09-12-2025
5347012,Nocturnal,09-12-2025
5347012,Nocturnal,09-12-2025
5348019,Excision of keloid,09-12-2025
5348019,Excision of keloid,09-12-2025
5349010,Peak gastric acid output,09-12-2025
5349010,Peak gastric acid output,09-12-2025
5350010,PAO,09-12-2025
5350010,PAO,09-12-2025
5351014,"Other specified multiple gestation, NEC",09-12-2025
5351014,"Other specified multiple gestation, NEC",09-12-2025
5352019,Phalanx of thumb,09-12-2025
5352019,Phalanx of thumb,09-12-2025
5353012,"Phalanx of thumb, NOS",09-12-2025
5354018,"Bone of thumb, NOS",09-12-2025
5355017,Bone of thumb,09-12-2025
5355017,Bone of thumb,09-12-2025
5356016,Angiostrongylus mackerrasae,09-12-2025
5357013,Incision of cerebral subarachnoid space,09-12-2025
5357013,Incision of cerebral subarachnoid space,09-12-2025
5358015,Transplant of tissue of anus,09-12-2025
5358015,Transplant of tissue of anus,09-12-2025
5359011,"Thiersch operation, anus",09-12-2025
5360018,Acute purulent pericarditis,09-12-2025
5360018,Acute purulent pericarditis,09-12-2025
5361019,Acute suppurative pericarditis,09-12-2025
5361019,Acute suppurative pericarditis,09-12-2025
5362014,AIDS with nutritional deficiency,09-12-2025
5363016,Periodontal disease,09-12-2025
5363016,Periodontal disease,09-12-2025
5364010,"Periodontal disease, NOS",09-12-2025
5366012,"Chronic leukemia, NOS",09-12-2025
5367015,Acquired nonhypertrophic constriction of pylorus,09-12-2025
5367015,Acquired nonhypertrophic constriction of pylorus,09-12-2025
5368013,Acquired stricture of pylorus,09-12-2025
5369017,Claw-shaped deformity,09-12-2025
5369017,Claw-shaped deformity,09-12-2025
5370016,Syndactyly of fingers with fusion of bones,09-12-2025
5370016,Syndactyly of fingers with fusion of bones,09-12-2025
5371017,Eastern kingbird,09-12-2025
5371017,Eastern kingbird,09-12-2025
5372012,Athanasia trifurcata poisoning,09-12-2025
5372012,Athanasia trifurcata poisoning,09-12-2025
5373019,Chronic type A viral hepatitis,09-12-2025
5373019,Chronic type A viral hepatitis,09-12-2025
5374013,Creation of lumbar shunt including laminectomy,09-12-2025
5374013,Creation of lumbar shunt including laminectomy,09-12-2025
5375014,Helenium autumnale,09-12-2025
5375014,Helenium autumnale,09-12-2025
5376010,Osteoplasty of radius,09-12-2025
5376010,Osteoplasty of radius,09-12-2025
5377018,"Osteoplasty of radius, NOS",09-12-2025
5378011,Resection of rib by transaxillary approach,09-12-2025
5378011,Resection of rib by transaxillary approach,09-12-2025
5379015,Blood group antigen McAuley,09-12-2025
5380017,Penicillium rubrum toxicosis,09-12-2025
5380017,Penicillium rubrum toxicosis,09-12-2025
5381018,Traction diverticulum,09-12-2025
5381018,Traction diverticulum,09-12-2025
5382013,Busulfan,09-12-2025
5382013,Busulfan,09-12-2025
5382013,Busulfan,09-12-2025
5383015,Busulphan,09-12-2025
5383015,Busulphan,09-12-2025
5384014,Trichuris,09-12-2025
5385010,"Trichuris, NOS",09-12-2025
5386011,"Trichocephalus, NOS",09-12-2025
5387019,Trichocephalus,09-12-2025
5388012,"Immunoglobulin, GM>13< allotype",09-12-2025
5389016,Clavicular air sac,09-12-2025
5389016,Clavicular air sac,09-12-2025
5390013,Zinc alpha>2< glycoprotein,09-12-2025
5390013,Zinc alpha>2< glycoprotein,09-12-2025
5391012,Trachoma,09-12-2025
5391012,Trachoma,09-12-2025
5392017,"Trachoma, NOS",09-12-2025
5393010,Gracilis muscle,09-12-2025
5393010,Gracilis muscle,09-12-2025
5394016,Spotted-tailed dasyure,09-12-2025
5394016,Spotted-tailed dasyure,09-12-2025
5395015,Tiger cat,09-12-2025
5395015,Tiger cat,09-12-2025
5395015,Tiger cat,09-12-2025
5396019,Plasmablast,09-12-2025
5396019,Plasmablast,09-12-2025
5397011,Transplant of hair follicles to scalp,09-12-2025
5397011,Transplant of hair follicles to scalp,09-12-2025
5398018,Clasp-knife spasticity,09-12-2025
5399014,Clasp-knife effect,09-12-2025
5399014,Clasp-knife effect,09-12-2025
5400019,Clasp-knife phenomenon,09-12-2025
5400019,Clasp-knife phenomenon,09-12-2025
5401015,Deep third degree burn of multiple sites of lower limb,09-12-2025
5401015,Deep third degree burn of multiple sites of lower limb,09-12-2025
5402010,Chiari's network,09-12-2025
5403017,Remnants of valves of sinus venosus,09-12-2025
5403017,Remnants of valves of sinus venosus,09-12-2025
5404011,Atrial anomalous bands,09-12-2025
5404011,Atrial anomalous bands,09-12-2025
5405012,Cerebral degeneration in childhood,09-12-2025
5405012,Cerebral degeneration in childhood,09-12-2025
5406013,"Cerebral degeneration in childhood, NOS",09-12-2025
5407016,Pneumococcal pleurisy,09-12-2025
5407016,Pneumococcal pleurisy,09-12-2025
5408014,Scyphida,09-12-2025
5409018,"Scyphida, NOS",09-12-2025
5410011,Eastern mud snake,09-12-2025
5410011,Eastern mud snake,09-12-2025
5411010,Hoop snake,09-12-2025
5411010,Hoop snake,09-12-2025
5412015,Bivitellobilharzia loxodontae,09-12-2025
5412015,Bivitellobilharzia loxodontae,09-12-2025
5413013,Acute dacryoadenitis,09-12-2025
5413013,Acute dacryoadenitis,09-12-2025
5414019,Leiperenia,09-12-2025
5414019,Leiperenia,09-12-2025
5415018,"Leiperenia, NOS",09-12-2025
5416017,Crushing injury of shoulder region,09-12-2025
5416017,Crushing injury of shoulder region,09-12-2025
5417014,All extremities,09-12-2025
5417014,All extremities,09-12-2025
5418016,Dubowitz's syndrome,09-12-2025
5419012,Porcine enteric calicivirus,09-12-2025
5419012,Porcine enteric calicivirus,09-12-2025
5420018,PEC,09-12-2025
5421019,^119m^Tellurium,09-12-2025
5421019,^119m^Tellurium,09-12-2025
5422014,Lincomycin,09-12-2025
5422014,Lincomycin,09-12-2025
5422014,Lincomycin,09-12-2025
5423016,alpha>1< Globulin,09-12-2025
5423016,alpha>1< Globulin,09-12-2025
5424010,Open heart surgery,09-12-2025
5424010,Open heart surgery,09-12-2025
5425011,"Open heart surgery, NOS",09-12-2025
5426012,Salmonella massenya,09-12-2025
5426012,Salmonella massenya,09-12-2025
5426012,Salmonella massenya,09-12-2025
5427015,Flexor pollicis longus muscle tendon,09-12-2025
5427015,Flexor pollicis longus muscle tendon,09-12-2025
5428013,Removal of bone flap of skull,09-12-2025
5428013,Removal of bone flap of skull,09-12-2025
5429017,Hemarthrosis of shoulder region,09-12-2025
5429017,Hemarthrosis of shoulder region,09-12-2025
5430010,Secondary,09-12-2025
5430010,Secondary,09-12-2025
5431014,Secondary to,09-12-2025
5431014,Secondary to,09-12-2025
5432019,Golden-crested bowerbird,09-12-2025
5432019,Golden-crested bowerbird,09-12-2025
5433012,Dermanyssus gallinae,09-12-2025
5434018,Chicken mite,09-12-2025
5434018,Chicken mite,09-12-2025
5435017,Red hen mite,09-12-2025
5435017,Red hen mite,09-12-2025
5435017,Red hen mite,09-12-2025
5436016,Furuncle of perineum,09-12-2025
5436016,Furuncle of perineum,09-12-2025
5437013,Operation on uterus supporting structures,09-12-2025
5437013,Operation on uterus supporting structures,09-12-2025
5438015,"Operation on uterus supporting structures, NOS",09-12-2025
5439011,Diagnostic radiography double contrast,09-12-2025
5439011,Diagnostic radiography double contrast,09-12-2025
5440013,"Diagnostic radiography double contrast, NOS",09-12-2025
5441012,"Diagnostic radiography with contrast media by injection, positive and negative contrast, NOS",09-12-2025
5442017,"Diagnostic radiography with contrast media by injection, positive and negative contrast",09-12-2025
5443010,Blood group antibody D^u^,09-12-2025
5443010,Blood group antibody D^u^,09-12-2025
5444016,Ischemic heart disease,09-12-2025
5444016,Ischemic heart disease,09-12-2025
5445015,"Ischemic heart disease, NOS",09-12-2025
5446019,"Myocardial ischemia, NOS",09-12-2025
5447011,"Ischaemic heart disease, NOS",09-12-2025
5448018,Myocardial ischemia,09-12-2025
5450014,Blood group antibody La Fave,09-12-2025
5451013,Veterinary pathologist,09-12-2025
5451013,Veterinary pathologist,09-12-2025
5452018,Implantation of joint of hand,09-12-2025
5452018,Implantation of joint of hand,09-12-2025
5453011,Implantation of prosthesis or prosthetic device of joint of hand,09-12-2025
5453011,Implantation of prosthesis or prosthetic device of joint of hand,09-12-2025
5454017,Removal of ligature from fallopian tube,09-12-2025
5454017,Removal of ligature from fallopian tube,09-12-2025
5455016,Follicular cyst of ovary,09-12-2025
5455016,Follicular cyst of ovary,09-12-2025
5456015,Cyst of graafian follicle,09-12-2025
5456015,Cyst of graafian follicle,09-12-2025
5457012,Follicular cystic ovary disease,09-12-2025
5457012,Follicular cystic ovary disease,09-12-2025
5458019,Repair of bifid digit of hand,09-12-2025
5458019,Repair of bifid digit of hand,09-12-2025
5459010,Fall from scaffold,09-12-2025
5459010,Fall from scaffold,09-12-2025
5460017,Chronic recurrent major depressive disorder,09-12-2025
5460017,Chronic recurrent major depressive disorder,09-12-2025
5461018,Psychiatric interpretation to family or parents of patient,09-12-2025
5461018,Psychiatric interpretation to family or parents of patient,09-12-2025
5462013,Intervertebral disc of third thoracic vertebra,09-12-2025
5462013,Intervertebral disc of third thoracic vertebra,09-12-2025
5463015,"Intervertebral disc, T3-T4",09-12-2025
5464014,Rhodococcus coprophilus,09-12-2025
5464014,Rhodococcus coprophilus,09-12-2025
5465010,Infected ulcer of skin,09-12-2025
5465010,Infected ulcer of skin,09-12-2025
5466011,Infected skin ulcer,09-12-2025
5466011,Infected skin ulcer,09-12-2025
5467019,Phlebotomus orientalis,09-12-2025
5467019,Phlebotomus orientalis,09-12-2025
5468012,Prepubertal periodontitis,09-12-2025
5468012,Prepubertal periodontitis,09-12-2025
5469016,Senter syndrome,09-12-2025
5470015,Terpin hydrate,09-12-2025
5470015,Terpin hydrate,09-12-2025
5471016,Echinoparyphium dunni,09-12-2025
5472011,Cercopithecid herpesvirus I,09-12-2025
5473018,Herpesvirus of cercopithecus monkeys,09-12-2025
5473018,Herpesvirus of cercopithecus monkeys,09-12-2025
5474012,Intracranial/cerebral perfusion pressure monitoring,09-12-2025
5474012,Intracranial/cerebral perfusion pressure monitoring,09-12-2025
5475013,Open wound of finger without complication,09-12-2025
5475013,Open wound of finger without complication,09-12-2025
5476014,Goniocotes,09-12-2025
5477017,"Goniocotes, NOS",09-12-2025
5478010,Incision and drainage of infected bursa of upper arm,09-12-2025
5478010,Incision and drainage of infected bursa of upper arm,09-12-2025
5479019,Phlebotomus argentipes,09-12-2025
5479019,Phlebotomus argentipes,09-12-2025
5480016,Decreased blood erythrocyte volume,09-12-2025
5480016,Decreased blood erythrocyte volume,09-12-2025
5481017,Woodworking-machine setter (general),09-12-2025
5481017,Woodworking-machine setter (general),09-12-2025
5482012,"Angiography of adrenal artery, unilateral",09-12-2025
5482012,"Angiography of adrenal artery, unilateral",09-12-2025
5483019,Indium isotope,09-12-2025
5483019,Indium isotope,09-12-2025
5484013,Hypercalcemia due to a drug,09-12-2025
5484013,Hypercalcemia due to a drug,09-12-2025
5484013,Hypercalcemia due to a drug,09-12-2025
5485014,"Hypercalcemia due to a drug, NOS",09-12-2025
5486010,"Hypercalcaemia due to a drug, NOS",09-12-2025
5488011,Neuroendocrine tissue,09-12-2025
5488011,Neuroendocrine tissue,09-12-2025
5489015,"Neuroendocrine tissue, NOS",09-12-2025
5490012,Clinical stage IV,09-12-2025
5491011,Competitive games psychotherapy,09-12-2025
5491011,Competitive games psychotherapy,09-12-2025
5492016,Organized games therapy,09-12-2025
5493014,Prefabricated post and core in addition to crown,09-12-2025
5493014,Prefabricated post and core in addition to crown,09-12-2025
5494015,Ligation of varicose vein of head and neck,09-12-2025
5494015,Ligation of varicose vein of head and neck,09-12-2025
5495019,Cauterization of liver,09-12-2025
5495019,Cauterization of liver,09-12-2025
5496018,Intelligence test/WB1,09-12-2025
5497010,Incision and exploration of vas deferens,09-12-2025
5497010,Incision and exploration of vas deferens,09-12-2025
5498017,Solanum carolinense,09-12-2025
5499013,Horse nettle,09-12-2025
5499013,Horse nettle,09-12-2025
5500016,Bull nettle,09-12-2025
5500016,Bull nettle,09-12-2025
5501017,Bile vomitus,09-12-2025
5501017,Bile vomitus,09-12-2025
5502012,Azo dye,09-12-2025
5502012,Azo dye,09-12-2025
5503019,Notropis candidus,09-12-2025
5504013,Silverside shiner,09-12-2025
5504013,Silverside shiner,09-12-2025
5505014,Closed dislocation of elbow,09-12-2025
5505014,Closed dislocation of elbow,09-12-2025
5506010,"Closed dislocation of elbow, NOS",09-12-2025
5507018,Retired procedure,09-12-2025
5507018,Retired procedure,09-12-2025
5508011,Posterior thalamic radiation of internal capsule,09-12-2025
5508011,Posterior thalamic radiation of internal capsule,09-12-2025
5509015,Mycoplasma salivarium,09-12-2025
5509015,Mycoplasma salivarium,09-12-2025
5510013,Invalidism,09-12-2025
5510013,Invalidism,09-12-2025
5511012,Invalid,09-12-2025
5511012,Invalid,09-12-2025
5512017,Bursal disease - Newcastle disease vaccine - pasteurella multocida bacterin,09-12-2025
5513010,Overflow proteinuria,09-12-2025
5513010,Overflow proteinuria,09-12-2025
5514016,Social service interview of patient,09-12-2025
5514016,Social service interview of patient,09-12-2025
5515015,Suture of ligament of lower extremity,09-12-2025
5515015,Suture of ligament of lower extremity,09-12-2025
5516019,"Suture of ligament of lower extremity, NOS",09-12-2025
5517011,Sodium dehydrocholate,09-12-2025
5517011,Sodium dehydrocholate,09-12-2025
5518018,Cataract secondary to ocular disorder,09-12-2025
5518018,Cataract secondary to ocular disorder,09-12-2025
5519014,"Cataract secondary to ocular disorder, NOS",09-12-2025
5520015,"Cataracta complicata, NOS",09-12-2025
5521016,Cataracta complicata,09-12-2025
5521016,Cataracta complicata,09-12-2025
5522011,Salmonella choleraesuis bacterin,09-12-2025
5522011,Salmonella choleraesuis bacterin,09-12-2025
5522011,Salmonella choleraesuis bacterin,09-12-2025
5522011,Salmonella choleraesuis bacterin,09-12-2025
5523018,Palpatory proteinuria,09-12-2025
5523018,Palpatory proteinuria,09-12-2025
5524012,Above ground residential swimming pool,09-12-2025
5524012,Above ground residential swimming pool,09-12-2025
5525013,Coordinate convulsion,09-12-2025
5525013,Coordinate convulsion,09-12-2025
5526014,Semispinalis capitis muscle,09-12-2025
5526014,Semispinalis capitis muscle,09-12-2025
5527017,Absent,09-12-2025
5527017,Absent,09-12-2025
5528010,Absence of,09-12-2025
5528010,Absence of,09-12-2025
5529019,Recementation of space maintainer,09-12-2025
5529019,Recementation of space maintainer,09-12-2025
5530012,Corneal anesthesia,09-12-2025
5530012,Corneal anesthesia,09-12-2025
5531011,Diagnostic procedure on cornea,09-12-2025
5531011,Diagnostic procedure on cornea,09-12-2025
5532016,"Diagnostic procedure on cornea, NOS",09-12-2025
5533014,3-Methyl-2-oxobutanoate hydroxy-methyltransferase,09-12-2025
5533014,3-Methyl-2-oxobutanoate hydroxy-methyltransferase,09-12-2025
5534015,alpha-Ketoisovalerate hydroxymethyltransferase,09-12-2025
5534015,alpha-Ketoisovalerate hydroxymethyltransferase,09-12-2025
5535019,Dehydropantoate hydroxymethyltransferase,09-12-2025
5535019,Dehydropantoate hydroxymethyltransferase,09-12-2025
5536018,Anterior cutaneous branch of lumbosacral plexus,09-12-2025
5536018,Anterior cutaneous branch of lumbosacral plexus,09-12-2025
5537010,Incision and drainage of masticator space by extraoral approach,09-12-2025
5537010,Incision and drainage of masticator space by extraoral approach,09-12-2025
5538017,^128^Cesium,09-12-2025
5538017,^128^Cesium,09-12-2025
5539013,Anterior ethmoidal artery,09-12-2025
5539013,Anterior ethmoidal artery,09-12-2025
5540010,C3(H20),09-12-2025
5541014,Stripping,09-12-2025
5541014,Stripping,09-12-2025
5542019,"Stripping, NOS",09-12-2025
5543012,Hemoglobin New Mexico,09-12-2025
5544018,"Hb 100(G2), Pro-arg",09-12-2025
5545017,Oxandrolone preparation,09-12-2025
5545017,Oxandrolone preparation,09-12-2025
5545017,Oxandrolone preparation,09-12-2025
5546016,Anti-factor XIII,09-12-2025
5547013,Circulating anti-factor XIII,09-12-2025
5548015,Factor XIII inhibitor,09-12-2025
5548015,Factor XIII inhibitor,09-12-2025
5549011,Dorsal nerve of penis,09-12-2025
5549011,Dorsal nerve of penis,09-12-2025
5550011,Mucous membrane of urinary bladder,09-12-2025
5550011,Mucous membrane of urinary bladder,09-12-2025
5551010,Nonvenomous insect bite of axilla without infection,09-12-2025
5551010,Nonvenomous insect bite of axilla without infection,09-12-2025
5552015,Triatoma maculata,09-12-2025
5552015,Triatoma maculata,09-12-2025
5553013,"Other disorder of synovium, tendon or bursa, NEC",09-12-2025
5553013,"Other disorder of synovium, tendon or bursa, NEC",09-12-2025
5554019,Medial olfactory gyrus,09-12-2025
5554019,Medial olfactory gyrus,09-12-2025
5555018,Bowman's space,09-12-2025
5556017,Tristan da Cunhans,09-12-2025
5557014,Dominant dystrophic epidermolysis bullosa with absence of skin,09-12-2025
5557014,Dominant dystrophic epidermolysis bullosa with absence of skin,09-12-2025
5558016,"Epidermolysis bullosa dystrophica, Bart type",09-12-2025
5559012,Magnetic resonance imaging of pelvis,09-12-2025
5559012,Magnetic resonance imaging of pelvis,09-12-2025
5560019,Retired procedure,09-12-2025
5560019,Retired procedure,09-12-2025
5562010,"Stool fat, quantitative measurement",09-12-2025
5562010,"Stool fat, quantitative measurement",09-12-2025
5563017,Myelophthisic anemia,09-12-2025
5563017,Myelophthisic anemia,09-12-2025
5564011,Anemia associated with marrow infiltration,09-12-2025
5564011,Anemia associated with marrow infiltration,09-12-2025
5566013,Leukoerythroblastic anemia,09-12-2025
5566013,Leukoerythroblastic anemia,09-12-2025
5567016,Leukoerythroblastosis,09-12-2025
5567016,Leukoerythroblastosis,09-12-2025
5568014,Left maxillary sinus,09-12-2025
5568014,Left maxillary sinus,09-12-2025
5569018,Hepatic venography with hemodynamic evaluation,09-12-2025
5569018,Hepatic venography with hemodynamic evaluation,09-12-2025
5570017,Stripping and ligation of saphenous vein,09-12-2025
5570017,Stripping and ligation of saphenous vein,09-12-2025
5571018,Natural gas,09-12-2025
5571018,Natural gas,09-12-2025
5572013,Akialoa,09-12-2025
5573015,Arthritis panel,09-12-2025
5573015,Arthritis panel,09-12-2025
5574014,Halibut liver oil preparation,09-12-2025
5574014,Halibut liver oil preparation,09-12-2025
5575010,Instrumental delivery,09-12-2025
5575010,Instrumental delivery,09-12-2025
5576011,"Instrumental delivery, NOS",09-12-2025
5577019,"Forceps delivery, NOS",09-12-2025
5578012,"Application of and delivery by forceps, NOS",09-12-2025
5579016,Forceps delivery,09-12-2025
5580018,Application of and delivery by forceps,09-12-2025
5581019,Calcarine artery,09-12-2025
5581019,Calcarine artery,09-12-2025
5582014,Acute disease,09-12-2025
5582014,Acute disease,09-12-2025
5583016,"Acute disease, NOS",09-12-2025
5584010,^72^Arsenic,09-12-2025
5584010,^72^Arsenic,09-12-2025
5585011,Blood group antigen Vennera,09-12-2025
5586012,Necrotizing enterocolitis in fetus OR newborn,09-12-2025
5587015,Necrotizing enterocolitis in fetus or newborn,09-12-2025
5588013,Pseudomembranous enterocolitis in newborn,09-12-2025
5588013,Pseudomembranous enterocolitis in newborn,09-12-2025
5589017,Lateral nucleus of habenula,09-12-2025
5589017,Lateral nucleus of habenula,09-12-2025
5590014,"Colony-forming unit, basophil",09-12-2025
5590014,"Colony-forming unit, basophil",09-12-2025
5591013,CFU-Baso,09-12-2025
5592018,Fibrolipoma,09-12-2025
5592018,Fibrolipoma,09-12-2025
5593011,Fibroma molle,09-12-2025
5594017,Soft fibroma,09-12-2025
5595016,Bulinus (Bulinus) coulboisi,09-12-2025
5596015,Capsule of ankle joint,09-12-2025
5596015,Capsule of ankle joint,09-12-2025
5597012,Closed pneumothorax,09-12-2025
5597012,Closed pneumothorax,09-12-2025
5598019,Eastern wild turkey,09-12-2025
5598019,Eastern wild turkey,09-12-2025
5599010,Tragelaphus euryceros,09-12-2025
5600013,Bongo,09-12-2025
5600013,Bongo,09-12-2025
5601012,Dermal-fat-fascia graft,09-12-2025
5601012,Dermal-fat-fascia graft,09-12-2025
5602017,Sarcocystis capracanis,09-12-2025
5603010,Apical foramen of tooth,09-12-2025
5603010,Apical foramen of tooth,09-12-2025
5604016,Tartrate dehydratase,09-12-2025
5604016,Tartrate dehydratase,09-12-2025
5605015,Hututu,09-12-2025
5606019,Blood group antigen McC^f^,09-12-2025
5607011,IL-3 assay,09-12-2025
5608018,Concinnum ten,09-12-2025
5608018,Concinnum ten,09-12-2025
5609014,Recruitment,09-12-2025
5609014,Recruitment,09-12-2025
5610016,Previous abnormality of glucose tolerance,09-12-2025
5610016,Previous abnormality of glucose tolerance,09-12-2025
5611017,Previous AGT,09-12-2025
5611017,Previous AGT,09-12-2025
5612012,Fold for stapes,09-12-2025
5612012,Fold for stapes,09-12-2025
5613019,Microthoracius,09-12-2025
5613019,Microthoracius,09-12-2025
5614013,"Microthoracius, NOS",09-12-2025
5615014,Antigen in Lewis (Le) blood group system,09-12-2025
5616010,"Blood group antigen Le (Lewis), NOS",09-12-2025
5618011,Vitelline vein of placenta,09-12-2025
